owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
derickson,dn2trl_1,https://replicate.com/derickson/dn2trl_1,Dune 2 Trailer LoRA for hunyuan-video-lora.  Trigger word is DN2TRL,4,2025-02-16T04:12:20.589868Z,public,,,
kikonessssss,oso_ricitos,https://replicate.com/kikonessssss/oso_ricitos,,305,2025-02-15T22:39:32.706586Z,public,,,
srrafaelsales,teste-01,https://replicate.com/srrafaelsales/teste-01,,20,2025-02-15T18:01:57.069408Z,public,,,
ttsds,speecht5,https://replicate.com/ttsds/speecht5,,189,2025-02-15T13:20:19.766890Z,public,,,
andresacosta03,andres2,https://replicate.com/andresacosta03/andres2,,183,2025-02-15T12:32:45.313331Z,public,,,
swk23,cody,https://replicate.com/swk23/cody,,19,2025-02-14T23:15:25.125534Z,public,,,
lucataco,videollama3-7b,https://replicate.com/lucataco/videollama3-7b,VideoLLaMA 3: Frontier Multimodal Foundation Models for Video Understanding,7868,2025-02-14T20:24:16.721235Z,public,https://github.com/lucataco/cog-VideoLLaMA3-7B,https://arxiv.org/abs/2501.13106,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
sgardoll,retro-futurist,https://replicate.com/sgardoll/retro-futurist,,310,2025-02-14T19:16:31.952251Z,public,,,
janaeelisa,thejanae,https://replicate.com/janaeelisa/thejanae,,283,2025-02-14T02:25:16.244924Z,public,,,
ostris,flex.1-alpha,https://replicate.com/ostris/flex.1-alpha,Flex.1 alpha is a pre-trained base 8 billion parameter rectified flow transformer capable of generating images from text descriptions,343,2025-02-13T18:48:43.977034Z,public,https://github.com/lucataco/cog-Flex.1-alpha,,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
cesarvega,my-heiny-model,https://replicate.com/cesarvega/my-heiny-model,,53,2025-02-13T15:04:50.420511Z,public,,,
biggpt1,pana-video,https://replicate.com/biggpt1/pana-video,,75,2025-02-13T13:30:06.959772Z,public,,,
tmappdev,change_video_bg,https://replicate.com/tmappdev/change_video_bg,Change or Replace Video Background with any Image,15708,2025-02-05T10:44:35.662709Z,public,,,
jaaari,zonos,https://replicate.com/jaaari/zonos,"Zonos-v0.1 by Zyphra, voice cloning, 5 languages and emotion control",4490,2025-02-12T11:38:46.574766Z,public,https://github.com/Zyphra/Zonos,https://www.zyphra.com/post/beta-release-of-zonos-v0-1,https://choosealicense.com/licenses/apache-2.0/
gjiang4,teachergarybeta,https://replicate.com/gjiang4/teachergarybeta,,38,2025-02-13T07:27:43.256911Z,public,,,
max08222,azerty,https://replicate.com/max08222/azerty,,17,2025-02-13T02:18:06.168779Z,public,,,
microphonist,color_shoes,https://replicate.com/microphonist/color_shoes,,13,2025-02-12T21:11:35.293683Z,public,,,
microphonist,crystal_fashion,https://replicate.com/microphonist/crystal_fashion,,17,2025-02-12T19:32:04.770912Z,public,,,
deepseek-ai,janus-pro-1b,https://replicate.com/deepseek-ai/janus-pro-1b,Janus-Pro is a novel autoregressive framework for multimodal understanding,6702,2025-02-12T16:54:20.417978Z,public,https://github.com/lucataco/cog-Janus,https://arxiv.org/abs/2501.17811,https://choosealicense.com/licenses/mit/
biggpt1,vladikavkaz-train,https://replicate.com/biggpt1/vladikavkaz-train,,165,2025-02-12T14:09:24.503838Z,public,,,
ttsds,pheme,https://replicate.com/ttsds/pheme,,687,2025-02-12T10:40:08.612667Z,public,,,
anthropic,claude-3.5-haiku,https://replicate.com/anthropic/claude-3.5-haiku,"Anthropic's fastest, most cost-effective model, with a 200K token context window (claude-3-5-haiku-20241022)",2593375,2025-02-11T13:41:54.505214Z,public,,,https://www.anthropic.com/legal/consumer-terms
anthropic,claude-3.5-sonnet,https://replicate.com/anthropic/claude-3.5-sonnet,"Anthropic's most intelligent language model to date, with a 200K token context window and image understanding (claude-3-5-sonnet-20241022)",530821,2025-02-11T13:41:41.818436Z,public,,,https://www.anthropic.com/legal/consumer-terms
nikbullx,firstmodel,https://replicate.com/nikbullx/firstmodel,,30,2025-02-12T06:45:08.519319Z,public,,,
mmezhov,catvton-flux,https://replicate.com/mmezhov/catvton-flux,,597,2025-02-12T03:22:59.618602Z,public,,,
yesiwillbuddy,jenny,https://replicate.com/yesiwillbuddy/jenny,,11,2025-02-12T00:58:26.725407Z,public,,,
swk23,leia,https://replicate.com/swk23/leia,,90,2025-02-11T22:11:28.244593Z,public,,,
microphonist,retro_one,https://replicate.com/microphonist/retro_one,,15,2025-02-11T21:38:53.941280Z,public,,,
adtechnacityai,amz_driver,https://replicate.com/adtechnacityai/amz_driver,,21,2025-02-11T20:14:19.367766Z,public,,,
panosphotos,saduk,https://replicate.com/panosphotos/saduk,a photo of SADUK,37,2025-02-11T19:59:55.793999Z,public,,,
mavrickgallery,shiny,https://replicate.com/mavrickgallery/shiny,,57,2025-02-11T17:52:51.364596Z,public,,,
subhash25rawat,morphix3d,https://replicate.com/subhash25rawat/morphix3d,Transform Images & Text into 3D Models with AI,78,2025-02-11T10:23:09.062758Z,public,,,
deepseek-ai,deepseek-vl2,https://replicate.com/deepseek-ai/deepseek-vl2,"DeepSeek-VL2, an advanced series of large Mixture-of-Experts (MoE) Vision-Language Models that significantly improves upon its predecessor, DeepSeek-VL",69166,2025-02-11T15:53:52.271185Z,public,https://github.com/lucataco/cog-deepseek-vl2,https://arxiv.org/abs/2412.10302,https://github.com/deepseek-ai/DeepSeek-LLM/blob/HEAD/LICENSE-MODEL
deepseek-ai,deepseek-vl2-small,https://replicate.com/deepseek-ai/deepseek-vl2-small,"DeepSeek-VL2-small, an advanced series of large Mixture-of-Experts (MoE) Vision-Language Models that significantly improves upon its predecessor, DeepSeek-VL",1427,2025-02-11T15:22:00.155105Z,public,https://github.com/lucataco/cog-deepseek-vl2,https://arxiv.org/abs/2412.10302,https://github.com/deepseek-ai/DeepSeek-LLM/blob/HEAD/LICENSE-MODEL
saeed3e,generate_my_photos,https://replicate.com/saeed3e/generate_my_photos,,22,2025-02-11T12:10:00.675109Z,public,,,
davidetorre12,acquaforte,https://replicate.com/davidetorre12/acquaforte,,67,2025-02-11T09:10:10.652236Z,public,,,
veravira,dilorenzo,https://replicate.com/veravira/dilorenzo,,8,2025-02-11T07:32:54.154193Z,public,,,
cuuupid,mel-medarda-tts,https://replicate.com/cuuupid/mel-medarda-tts,"TTS with the voice of Mel Medarda from Arcane, trained using Zonos-v0.1",6,2025-02-11T03:57:24.647096Z,public,https://github.com/govpro-ai/cog-zonos,https://www.zyphra.com/post/beta-release-of-zonos-v0-1,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
cuuupid,zonos,https://replicate.com/cuuupid/zonos,"Zonos-v0.1 beta, a SOTA text-to-speech Transformer model with extraordinary expressive range, built by Zyphra.",267,2025-02-10T21:27:11.202981Z,public,https://github.com/govpro-ai/cog-zonos,https://www.zyphra.com/post/beta-release-of-zonos-v0-1#zonos_6,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
swk23,bail,https://replicate.com/swk23/bail,,34,2025-02-10T20:26:52.215130Z,public,,,
swk23,mon,https://replicate.com/swk23/mon,,26,2025-02-10T20:27:10.616997Z,public,,,
lucataco,dotted-video,https://replicate.com/lucataco/dotted-video,Converts a video into a black and white dotted video effect,1199,2025-02-10T19:14:02.922437Z,public,https://github.com/lucataco/cog-dotted-video,,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
nauseen,nauseen,https://replicate.com/nauseen/nauseen,,307,2025-02-10T18:51:02.713636Z,public,,,
lukesai77,ai_profilepics,https://replicate.com/lukesai77/ai_profilepics,,32,2025-02-09T19:36:25.785394Z,public,,,
zsxkib,hibiki,https://replicate.com/zsxkib/hibiki,Hibiki: High-Fidelity Simultaneous Speech-To-Speech Translation,17,2025-02-10T15:40:51.579525Z,public,https://github.com/zsxkib/cog-hibiki,https://arxiv.org/abs/2502.03382,https://github.com/kyutai-labs/hibiki/blob/main/LICENSE-MIT
tencent,hunyuan3d-2,https://replicate.com/tencent/hunyuan3d-2,Scaling Diffusion Models for High Resolution Textured 3D Assets Generation,2560,2025-02-07T02:35:48.688104Z,public,https://github.com/lucataco/cog-Hunyuan3D-2,https://arxiv.org/abs/2501.12202,https://github.com/Tencent/Hunyuan3D-2/blob/main/LICENSE
tiamshir,khamenei,https://replicate.com/tiamshir/khamenei,,36,2025-02-01T13:01:27.722062Z,public,,,
google,upscaler,https://replicate.com/google/upscaler,Upscale images 2x or 4x times,34990,2025-02-10T15:14:40.940872Z,public,,,
dannyboy2323,daddaniel,https://replicate.com/dannyboy2323/daddaniel,,101,2025-02-07T09:09:00.297475Z,public,,,
ttsds,parlertts_indic,https://replicate.com/ttsds/parlertts_indic,,214,2025-02-04T17:20:50.767837Z,public,,,
ttsds,parlertts_tiny_1_0,https://replicate.com/ttsds/parlertts_tiny_1_0,,200,2025-02-04T17:18:09.894293Z,public,,,
indierise,kiara,https://replicate.com/indierise/kiara,,7,2025-02-09T21:35:07.376712Z,public,,,
christianfriasm,rubber-bote,https://replicate.com/christianfriasm/rubber-bote,,52,2025-02-09T18:44:26.086131Z,public,,,
hadasadler,hertai,https://replicate.com/hadasadler/hertai,,27,2025-02-09T12:44:54.449592Z,public,,,
indteam,juicewrld,https://replicate.com/indteam/juicewrld,,29,2025-02-08T23:05:41.751521Z,public,,,
alphanumericuser,kokoro-82m,https://replicate.com/alphanumericuser/kokoro-82m,"Kokoro v1.0 - text-to-speech (82M params, based on StyleTTS2)",1918965,2025-02-06T17:32:06.716860Z,public,https://github.com/hexgrad/kokoro,,https://choosealicense.com/licenses/apache-2.0/
jonathan-hubjam,new-spex,https://replicate.com/jonathan-hubjam/new-spex,,98,2025-02-08T22:09:26.619468Z,public,,,
cesarvega,my-model-astrea-v2,https://replicate.com/cesarvega/my-model-astrea-v2,,74,2025-02-08T18:30:51.267419Z,public,,,
cesarvega,my-alinamodel,https://replicate.com/cesarvega/my-alinamodel,,67,2025-02-08T16:22:15.105697Z,public,,,
toniortiz17,hdmi-wireless,https://replicate.com/toniortiz17/hdmi-wireless,,41,2025-02-08T10:59:07.447348Z,public,,,
swk23,tarkin,https://replicate.com/swk23/tarkin,,40,2025-02-08T08:07:14.611889Z,public,,,
tarot-cards,conservatory-of-flowers,https://replicate.com/tarot-cards/conservatory-of-flowers,Flux fine-tune of the Conservatory of Flower in Golden Gate Park in San Francisco,13,2025-02-08T06:14:55.495785Z,public,,,
tubby124,nasahctus,https://replicate.com/tubby124/nasahctus,,29,2025-02-08T01:44:30.985979Z,public,,,
masonarditi,isabels-necklaces,https://replicate.com/masonarditi/isabels-necklaces,,32,2025-02-08T00:07:11.188250Z,public,,,
rinatkurmaev,flux-dev-lora-tatra-t3,https://replicate.com/rinatkurmaev/flux-dev-lora-tatra-t3,A lora model for making photos of Tatra t3 tram,164,2025-02-06T20:10:44.840764Z,public,,,
gabrielbica,neymar2.0,https://replicate.com/gabrielbica/neymar2.0,,48,2025-02-07T17:31:28.173377Z,public,,,
alesouza81,necklace,https://replicate.com/alesouza81/necklace,,44,2025-02-07T16:54:28.365284Z,public,,,
jamonete2ia,prueba02,https://replicate.com/jamonete2ia/prueba02,,9,2025-02-07T16:57:10.376737Z,public,,,
ttsds,parlertts_mini_multilingual,https://replicate.com/ttsds/parlertts_mini_multilingual,,200,2025-02-04T17:19:31.394643Z,public,,,
ttsds,parlertts_mini_expresso,https://replicate.com/ttsds/parlertts_mini_expresso,,195,2025-02-04T17:18:48.502082Z,public,,,
zetyquickly-org,faceswap-a-gif,https://replicate.com/zetyquickly-org/faceswap-a-gif,Make Fun by Changing Face on a GIF!,85606,2025-02-06T21:56:35.852902Z,public,,,
steven-altitude,toniflux,https://replicate.com/steven-altitude/toniflux,,80,2025-01-30T17:57:43.989697Z,public,,,
sintissar,myfluxmodel,https://replicate.com/sintissar/myfluxmodel,,12,2025-02-06T13:16:16.416431Z,public,,,
beyondsuperbia,flux,https://replicate.com/beyondsuperbia/flux,,54,2025-02-03T10:40:21.706032Z,public,,,
houndawg62,unc-g,https://replicate.com/houndawg62/unc-g,,39,2025-02-06T02:32:52.312657Z,public,,,
ttsds,parlertts_mini_1_1_fixed,https://replicate.com/ttsds/parlertts_mini_1_1_fixed,,193,2025-02-05T22:03:15.070693Z,public,,,
ttsds,parlertts_large_1_0,https://replicate.com/ttsds/parlertts_large_1_0,,256,2025-02-04T17:17:00.211015Z,public,,,
ttsds,parlertts_mini_1_0,https://replicate.com/ttsds/parlertts_mini_1_0,,195,2025-02-04T17:15:40.189234Z,public,,,
tarot-cards,rider-waite,https://replicate.com/tarot-cards/rider-waite,A Flux fine-tune of the Rider-Waite tarot card deck (1909),2753,2025-02-05T18:31:03.443690Z,public,,,
biggpt1,osdress-one,https://replicate.com/biggpt1/osdress-one,,91,2025-02-05T17:12:05.064538Z,public,,,
annaicon,mani,https://replicate.com/annaicon/mani,,25,2025-02-05T14:52:16.204307Z,public,,,
vcollos,joaquim,https://replicate.com/vcollos/joaquim,A boy named Joaquim,72,2025-02-05T11:30:40.497508Z,public,,,https://huggingface.co/vcollos/joaquim
lailamasiqbal,pcece,https://replicate.com/lailamasiqbal/pcece,,37,2025-02-04T23:09:34.566751Z,public,,,
alexfernandez803,rembgplus,https://replicate.com/alexfernandez803/rembgplus,Rembg implementation with mask output,49,2025-02-02T01:44:57.524097Z,public,,,
ericsson230,faith_lora,https://replicate.com/ericsson230/faith_lora,,62,2025-01-22T22:44:46.432174Z,public,,,
alvarocostad,alvaro_cos,https://replicate.com/alvarocostad/alvaro_cos,,277,2025-02-04T19:41:26.086627Z,public,,,
ttsds,parlertts_mini_0_1,https://replicate.com/ttsds/parlertts_mini_0_1,,198,2025-02-04T17:15:24.832351Z,public,,,
rihan-a,wassily-chair,https://replicate.com/rihan-a/wassily-chair,,10,2025-02-04T12:55:28.765846Z,public,,,
mushroomfleet,fxf_tokyo_meet,https://replicate.com/mushroomfleet/fxf_tokyo_meet,JDM style Car Meetup,9,2025-02-03T21:07:57.392216Z,public,,,
mktbangbang,luina,https://replicate.com/mktbangbang/luina,,493,2025-01-11T02:46:07.820830Z,public,,,
tarot-cards,transamerica-pyramid,https://replicate.com/tarot-cards/transamerica-pyramid,Flux fine-tune of the Transamerica Pyramid building in San Francisco,21,2025-02-04T06:03:27.520488Z,public,,,
saifrahmed,grizzabella-net,https://replicate.com/saifrahmed/grizzabella-net,,25,2025-02-04T04:19:13.816236Z,public,,,
swk23,palps,https://replicate.com/swk23/palps,,158,2025-02-03T21:26:49.307779Z,public,,,
deepseek-ai,janus-pro-7b,https://replicate.com/deepseek-ai/janus-pro-7b,Janus-Pro is a novel autoregressive framework for multimodal understanding,13145,2025-02-03T20:03:41.095924Z,public,https://github.com/lucataco/cog-Janus,https://arxiv.org/abs/2501.17811,https://choosealicense.com/licenses/mit/
plugilode,plugilocards,https://replicate.com/plugilode/plugilocards,,5,2025-02-03T15:46:37.544153Z,public,,,
fofr,yue,https://replicate.com/fofr/yue,"Generate music with YuE-s1-7B (English, chain of thought model)",2564,2025-02-03T13:20:21.347079Z,public,https://github.com/fofr/cog-yue,https://map-yue.github.io/,https://github.com/multimodal-art-projection/YuE/blob/main/LICENSE
jbilcke,oute-tts,https://replicate.com/jbilcke/oute-tts,Test deployment of OuteTTS 500M,2339,2025-01-20T14:53:12.439544Z,public,https://github.com/edwko/OuteTTS,,https://github.com/edwko/OuteTTS/blob/main/LICENSE
rocketdigitalai,interior-design-sdxl-lightning,https://replicate.com/rocketdigitalai/interior-design-sdxl-lightning,"Interior Design with RealVisXL V5.0-Lightning and ControlNet to generate photorealistic, high-resolution interior designs.",1043,2025-02-02T06:55:31.931641Z,public,,https://arxiv.org/abs/2307.01952,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0/blob/main/LICENSE-MODEL
rocketdigitalai,animagine-xl-4.0,https://replicate.com/rocketdigitalai/animagine-xl-4.0,Ultimate anime-themed finetuned SDXL model and the latest installment of the Animagine XL  series,854,2025-02-02T13:56:07.426335Z,public,,,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0/blob/main/LICENSE.md
mushroomfleet,xjx-tokyoracer,https://replicate.com/mushroomfleet/xjx-tokyoracer,Clasic JDM highway racing,26,2025-02-02T17:51:30.300929Z,public,,,
kondagen,flux-char-sud,https://replicate.com/kondagen/flux-char-sud,,12,2025-02-02T12:03:03.117267Z,public,,,
rocketdigitalai,interior-design-sdxl,https://replicate.com/rocketdigitalai/interior-design-sdxl,"Interior Design with RealVisXL V5.0 and ControlNet (Depth & Union SDXL ProMax) to generate photorealistic, high-resolution interior designs with enhanced depth and structure.",2248,2025-01-31T03:18:29.673530Z,public,,https://arxiv.org/abs/2307.01952,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0/blob/main/LICENSE-MODEL
iamprofessorex,helldivers-strategem-icons,https://replicate.com/iamprofessorex/helldivers-strategem-icons,,29,2025-02-01T14:48:54.450745Z,public,,,
saikk9834,playgroud-replicate,https://replicate.com/saikk9834/playgroud-replicate,,102,2025-01-30T20:49:37.325182Z,public,,,
juuanngonzalez,juango,https://replicate.com/juuanngonzalez/juango,,48,2025-01-31T20:51:13.701553Z,public,,,
zsxkib,star,https://replicate.com/zsxkib/star,STAR Video Upscaler: Spatial-Temporal Augmentation with Text-to-Video Models for Real-World Video Super-Resolution,615,2025-01-31T13:11:12.738858Z,public,https://github.com/zsxkib/STAR,https://arxiv.org/abs/2501.02976,https://github.com/zsxkib/STAR?tab=readme-ov-file#-license
abarzuamedios,leg,https://replicate.com/abarzuamedios/leg,,15,2025-01-31T17:36:24.600981Z,public,,,
doctorparadox,elon-musk,https://replicate.com/doctorparadox/elon-musk,,56,2025-01-31T14:59:10.512840Z,public,,,
ttsds,openvoice_2,https://replicate.com/ttsds/openvoice_2,,783,2025-01-31T14:45:12.316816Z,public,,,
cureau,force-align-wordstamps,https://replicate.com/cureau/force-align-wordstamps,"Takes audio (mp3) and a ""source-of-truth"" audio transcript (string) as input and returns precise timestamps.",2509,2025-01-13T19:31:40.061442Z,public,https://github.com/crone-ai/force-align-wordstamps,,https://github.com/crone-ai/force-align-wordstamps/blob/main/LICENSE
biggpt1,terek-view,https://replicate.com/biggpt1/terek-view,,87,2025-01-31T12:01:01.343354Z,public,,,
ttsds,metavoice,https://replicate.com/ttsds/metavoice,,643,2025-01-30T21:38:31.451496Z,public,,,
trid13,ishaantwo,https://replicate.com/trid13/ishaantwo,,350,2025-01-31T07:20:39.503634Z,public,,,
zeke,ai-ci-cd-example,https://replicate.com/zeke/ai-ci-cd-example,A demo model for a guide I'm working on...,11,2025-01-31T02:25:48.255510Z,public,https://github.com/zeke/ai-ci-cd-example,,
likolibardi,2frankguemes,https://replicate.com/likolibardi/2frankguemes,,20,2025-01-30T19:19:45.510273Z,public,,,
hat228,heathertietjen,https://replicate.com/hat228/heathertietjen,,26,2025-01-30T18:41:32.278669Z,public,,,
ttsds,f5,https://replicate.com/ttsds/f5,,2711,2025-01-30T17:03:35.398814Z,public,,,
ttsds,fishspeech_1_1_large,https://replicate.com/ttsds/fishspeech_1_1_large,,236,2025-01-30T16:44:09.454217Z,public,,,
ttsds,hierspeechpp_1_1,https://replicate.com/ttsds/hierspeechpp_1_1,,258,2025-01-30T14:05:33.292243Z,public,,,
ttsds,hierspeechpp_1,https://replicate.com/ttsds/hierspeechpp_1,,144,2025-01-30T13:59:35.666562Z,public,,,
ttsds,hierspeechpp_lt460,https://replicate.com/ttsds/hierspeechpp_lt460,,227,2025-01-30T12:18:29.707547Z,public,,,
rayanfigueredox,bog,https://replicate.com/rayanfigueredox/bog,,746,2025-01-30T03:14:00.633678Z,public,,,
jaaari,kokoro-82m,https://replicate.com/jaaari/kokoro-82m,"Kokoro v1.0 - text-to-speech (82M params, based on StyleTTS2)",46255245,2025-01-08T14:25:29.641410Z,public,https://github.com/hexgrad/kokoro,,https://choosealicense.com/licenses/apache-2.0/
alexprivatus,hst2,https://replicate.com/alexprivatus/hst2,,34,2025-01-29T14:44:42.209239Z,public,,,
ttsds,amphion_valle,https://replicate.com/ttsds/amphion_valle,The VALL-E models by Amphion.,618,2025-01-23T13:39:17.395974Z,public,https://github.com/open-mmlab/Amphion,https://arxiv.org/abs/2312.09911,https://github.com/open-mmlab/Amphion/blob/main/LICENSE
ttsds,amphion_vevo,https://replicate.com/ttsds/amphion_vevo,The Vevo model by Amphion.,499,2025-01-23T21:25:17.392829Z,public,https://github.com/open-mmlab/Amphion,https://openreview.net/pdf?id=anQDiQZhDP,https://github.com/open-mmlab/Amphion/blob/main/LICENSE
giksant,giceli,https://replicate.com/giksant/giceli,,85,2025-01-29T13:02:05.814378Z,public,,,
subhash25rawat,custom-hair,https://replicate.com/subhash25rawat/custom-hair,"Customise your hair with AI. Swap hair with anyone, copy anyone's hair color.",649,2025-01-29T09:37:01.159377Z,public,,,
zsxkib,bsrgan,https://replicate.com/zsxkib/bsrgan,Upscale videos + images with BSRGAN,5190,2025-01-28T17:35:45.904613Z,public,https://github.com/zsxkib/BSRGAN/tree/replicate,https://arxiv.org/abs/2103.14006,https://github.com/zsxkib/BSRGAN/blob/main/LICENSE
ttsds,amphion_maskgct,https://replicate.com/ttsds/amphion_maskgct,The MaskGCT model by Amphion.,483,2025-01-23T18:46:34.920543Z,public,https://github.com/open-mmlab/Amphion,https://arxiv.org/abs/2409.00750,https://github.com/open-mmlab/Amphion/blob/main/LICENSE
spider333,dadka,https://replicate.com/spider333/dadka,,36,2025-01-29T06:47:53.357071Z,public,,,
deepseek-ai,deepseek-r1,https://replicate.com/deepseek-ai/deepseek-r1,"A reasoning model trained with reinforcement learning, on par with OpenAI o1",2043007,2025-01-29T02:46:11.806773Z,public,https://github.com/deepseek-ai/DeepSeek-R1,,https://github.com/deepseek-ai/DeepSeek-R1/blob/main/LICENSE
iamprofessorex,panickypickle-yt-vibes,https://replicate.com/iamprofessorex/panickypickle-yt-vibes,,13,2025-01-29T01:42:13.371777Z,public,,,
iamprofessorex,40k-lore-vibes,https://replicate.com/iamprofessorex/40k-lore-vibes,,19,2025-01-29T01:11:25.398583Z,public,,,
iamprofessorex,swagg-yt-vibes,https://replicate.com/iamprofessorex/swagg-yt-vibes,,9,2025-01-29T00:53:05.140261Z,public,,,
brannonhub,lprestoreflower,https://replicate.com/brannonhub/lprestoreflower,,11,2025-01-29T00:10:23.975918Z,public,,,
colinmcdonnell22,redbull_doodles,https://replicate.com/colinmcdonnell22/redbull_doodles,,533,2025-01-28T23:22:18.333124Z,public,,,
iamprofessorex,retro-scifi-vibes,https://replicate.com/iamprofessorex/retro-scifi-vibes,,112,2025-01-28T22:28:24.765072Z,public,,,
iamprofessorex,helldivers2-skull-logo,https://replicate.com/iamprofessorex/helldivers2-skull-logo,,34,2025-01-28T21:37:22.154884Z,public,,,
medwinrumo,photos_med_profil_lkd,https://replicate.com/medwinrumo/photos_med_profil_lkd,,31,2025-01-28T18:31:18.402049Z,public,,,
ttsds,fishspeech_1_2_sft,https://replicate.com/ttsds/fishspeech_1_2_sft,The Fish Speech V1.2 SFT model.,253,2025-01-28T17:16:13.257319Z,public,https://github.com/fishaudio/fish-speech,https://arxiv.org/abs/2411.01156,https://github.com/fishaudio/fish-speech/blob/main/LICENSE
ttsds,fishspeech_1_5,https://replicate.com/ttsds/fishspeech_1_5,The Fish Speech V1.5 model.,580,2025-01-28T17:58:16.806145Z,public,https://github.com/fishaudio/fish-speech,https://arxiv.org/abs/2411.01156,https://github.com/fishaudio/fish-speech/blob/main/LICENSE
ttsds,fishspeech_1_4,https://replicate.com/ttsds/fishspeech_1_4,The Fish Speech V1.4 model.,219,2025-01-28T17:52:18.557477Z,public,https://github.com/fishaudio/fish-speech,https://arxiv.org/abs/2411.01156,https://github.com/fishaudio/fish-speech/blob/main/LICENSE
jensbosseparra,flux1-schnell-multi-lora,https://replicate.com/jensbosseparra/flux1-schnell-multi-lora,Adapted to have multi-lora support also for schnell: https://replicate.com/lucataco/flux-dev-multi-lora,2620,2024-11-03T15:22:18.674669Z,public,,,
ttsds,fishspeech_1_2,https://replicate.com/ttsds/fishspeech_1_2,The Fish Speech V1.2 model.,247,2025-01-28T17:14:17.867265Z,public,https://github.com/fishaudio/fish-speech,https://arxiv.org/abs/2411.01156,https://github.com/fishaudio/fish-speech/blob/main/LICENSE
satoshi7314,arisa_sailor,https://replicate.com/satoshi7314/arisa_sailor,,47,2025-01-28T14:58:38.072934Z,public,,,
fofr,any-comfyui-workflow-a100,https://replicate.com/fofr/any-comfyui-workflow-a100,Run any ComfyUI workflow on an A100. Guide: https://github.com/fofr/cog-comfyui,26745,2024-09-02T12:21:12.759393Z,public,https://github.com/fofr/cog-comfyui,https://github.com/fofr/cog-comfyui,https://github.com/fofr/cog-comfyui/blob/main/weights_licenses.md
ttsds,fishspeech_1_0,https://replicate.com/ttsds/fishspeech_1_0,The Fish Speech V1.0 model.,184,2025-01-28T09:39:49.152227Z,public,https://github.com/fishaudio/fish-speech,https://arxiv.org/abs/2411.01156,https://github.com/fishaudio/fish-speech/blob/main/LICENSE
shapestudio,book,https://replicate.com/shapestudio/book,,25,2025-01-28T08:11:51.429004Z,public,,,
dragosavidal,dragosavidal,https://replicate.com/dragosavidal/dragosavidal,,18,2025-01-28T02:38:07.819568Z,public,,,
lastmover,purr2,https://replicate.com/lastmover/purr2,Model trained to make PURR artwork,132,2025-01-28T00:11:10.494257Z,public,https://github.com/lastmover/purr,,
mahmidasd,mahmoudrag,https://replicate.com/mahmidasd/mahmoudrag,,187,2025-01-27T22:29:36.586431Z,public,,,
lucataco,dotted-waveform-visualizer,https://replicate.com/lucataco/dotted-waveform-visualizer,Create a dotted waveform video from an audio file,86,2025-01-27T18:44:06.998024Z,public,https://github.com/lucataco/cog-dotted-waveform-visualizer,,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/apache-2.0.md
scherzerflori,brunopaul_flux,https://replicate.com/scherzerflori/brunopaul_flux,,346,2025-01-27T16:03:27.476097Z,public,,,
ttsds,e2,https://replicate.com/ttsds/e2,,270,2025-01-27T12:41:03.153113Z,public,,,
elimasuper,teacher,https://replicate.com/elimasuper/teacher,a young woman,81,2025-01-27T12:26:33.913660Z,public,https://github.com/replicate/elimasuper/teacher,,
ttsds,bark_small,https://replicate.com/ttsds/bark_small,The small version of the Bark model by Suno.,229,2025-01-25T12:34:55.854602Z,public,https://github.com/suno-ai/bark,,https://github.com/suno-ai/bark/blob/main/LICENSE
ttsds,bark,https://replicate.com/ttsds/bark,The Bark model by Suno.,499,2025-01-25T11:44:07.162680Z,public,https://github.com/suno-ai/bark,,https://github.com/suno-ai/bark/blob/main/LICENSE
omarorn,omarorn-face,https://replicate.com/omarorn/omarorn-face,,73,2025-01-26T02:34:48.881117Z,public,,,
do-not-follow-me,chxdkuz,https://replicate.com/do-not-follow-me/chxdkuz,,1127,2025-01-27T00:40:02.977332Z,public,,,
do-not-follow-me,alkkggg,https://replicate.com/do-not-follow-me/alkkggg,,345,2025-01-27T00:02:29.153164Z,public,,,
do-not-follow-me,dkeee,https://replicate.com/do-not-follow-me/dkeee,,1764,2025-01-26T23:20:40.910232Z,public,,,
kyle-cassidy,dad,https://replicate.com/kyle-cassidy/dad,,9,2025-01-26T21:11:16.616222Z,public,,,
stippi1974,stippi1974,https://replicate.com/stippi1974/stippi1974,,76,2025-01-26T16:28:34.833419Z,public,,,
wzesk,littoral_draw_refine,https://replicate.com/wzesk/littoral_draw_refine,shoreline refinement for small island satellite derived shorelines,81,2025-01-24T20:31:38.450659Z,public,,,
baoliwaters,walkman-sony,https://replicate.com/baoliwaters/walkman-sony,,23,2025-01-26T16:40:16.511225Z,public,,,
