owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
sepal,audiogen,https://replicate.com/sepal/audiogen,Generate sounds from a text prompt,79381,2023-08-11T09:08:25.932922Z,public,https://github.com/facebookresearch/audiocraft/blob/main/docs/AUDIOGEN.md,https://arxiv.org/abs/2209.15352,https://github.com/facebookresearch/audiocraft/blob/main/LICENSE_weights
lucataco,realistic-vision-v5-openpose,https://replicate.com/lucataco/realistic-vision-v5-openpose,Realistic Vision V5 with OpenPose,5320,2023-08-21T05:18:47.900803Z,public,https://github.com/lucataco/cog-realistic-vision-v5.0-openpose,,
fofr,sdxl-cross-section,https://replicate.com/fofr/sdxl-cross-section,SDXL fine-tune based on illustrated cross sections,1209,2023-08-20T21:55:49.614863Z,public,,,
brettimus,sdxl-lua,https://replicate.com/brettimus/sdxl-lua,,197,2023-08-20T11:57:08.098293Z,public,,,
niron1,openorca-platypus2-13b,https://replicate.com/niron1/openorca-platypus2-13b,OpenOrca-Platypus2-13B is a merge of garage-bAInd/Platypus2-13B and Open-Orca/OpenOrcaxOpenChat-Preview2-13B.,1354,2023-08-20T08:48:05.674201Z,public,,https://huggingface.co/Open-Orca/OpenOrca-Platypus2-13B,
carnifexer,whisperx,https://replicate.com/carnifexer/whisperx,ASR with word alignment based on whisperx using whisper medium (769M),13500,2023-08-19T04:03:26.377906Z,public,https://github.com/CaRniFeXeR/cog-whisperx,https://arxiv.org/abs/2303.00747,https://github.com/m-bain/whisperX/blob/main/LICENSE
zylim0702,sdxl-lora-customize-model,https://replicate.com/zylim0702/sdxl-lora-customize-model,Introducing a text-to-image AI that crafts stunning 1024x1024 visuals. Load LoRa models via URLs for instant outputs. Train using this link: https://replicate.com/zylim0702/sdxl-lora-customize-training.,98860,2023-08-20T06:57:12.593350Z,public,,,
brettimus,sdxl-lkl,https://replicate.com/brettimus/sdxl-lkl,,86,2023-08-19T13:58:22.345086Z,public,,,
lucataco,spider-gwen-style,https://replicate.com/lucataco/spider-gwen-style,SDXL fine tune on Spider-Gwen style,221,2023-08-19T05:08:42.455786Z,public,,,
cbh123,sdxl-davinci,https://replicate.com/cbh123/sdxl-davinci,SDXL fine-tuned on Davinci drawings,5930,2023-08-18T17:30:50.504317Z,public,,,
niron1,qwen-7b-chat,https://replicate.com/niron1/qwen-7b-chat,"Qwen-7B is the 7B-parameter version of the large language model series, Qwen (abbr. Tongyi Qianwen), proposed by Aibaba Cloud. Qwen-7B`is a Transformer-based large language model, which is pretrained on a large volume of data, including web texts, books,",1787,2023-08-18T16:14:05.676226Z,public,https://github.com/QwenLM/Qwen-7B,https://huggingface.co/Qwen/Qwen-7B-Chat,https://github.com/QwenLM/Qwen-7B/blob/main/LICENSE
cloneofsimo,sdxl-inversion,https://replicate.com/cloneofsimo/sdxl-inversion,DDIM inversion for SDXL,568,2023-08-18T17:03:31.776389Z,public,https://github.com/cloneofsimo/sdxl_inversions,,
e7mac,omnizart,https://replicate.com/e7mac/omnizart,,287,2023-08-15T21:06:49.874404Z,public,,,
lucataco,realistic-vision-v5,https://replicate.com/lucataco/realistic-vision-v5,Realistic Vision v5.0 with VAE,41079,2023-08-18T01:54:49.412659Z,public,https://github.com/lucataco/cog-realistic-vision-v5.1,,
go-xoxo,petar-face1,https://replicate.com/go-xoxo/petar-face1,,390,2023-08-18T01:24:15.134431Z,public,,,
zeke,this-is-fine,https://replicate.com/zeke/this-is-fine,"Create your own variants of ""this is fine"" 🔥☕️🐕",27605,2023-08-17T17:18:50.057381Z,public,,,
pimentoml,colourfulpainting,https://replicate.com/pimentoml/colourfulpainting,,674,2023-08-17T12:01:11.854471Z,public,,,
fermatresearch,sdxl-weighting-prompts,https://replicate.com/fermatresearch/sdxl-weighting-prompts,SDXL with prompt weighting available using Compel's syntax. Check the Github link for the docs.,3337,2023-08-17T11:26:32.287336Z,public,https://github.com/damian0815/compel/tree/main/doc,,
crowdy,line-lang-3.6b,https://replicate.com/crowdy/line-lang-3.6b,an implementation of 3.6b Japanese large language model,91,2023-08-17T06:55:52.253110Z,public,,https://huggingface.co/line-corporation/japanese-large-lm-3.6b,https://www.apache.org/licenses/LICENSE-2.0
lucataco,sdxl-controlnet-openpose,https://replicate.com/lucataco/sdxl-controlnet-openpose,SDXL ControlNet - OpenPose,22022,2023-08-17T05:59:14.723513Z,public,https://github.com/lucataco/cog-sdxl-controlnet-openpose,,https://huggingface.co/models?license=license%3Aother
ia35,elora,https://replicate.com/ia35/elora,,1222,2023-08-16T17:08:20.421596Z,public,,,
galleri5,nammeh,https://replicate.com/galleri5/nammeh,SDXL LoRA. Trained on SDXL generations with a funky glitch aesthetic. No artists were referenced. Not Another Model Mimicking Exhausted Hues,1448,2023-08-16T09:48:04.715215Z,public,,,
m1guelpf,stable-diffusion-rs,https://replicate.com/m1guelpf/stable-diffusion-rs,"Stable Diffusion v2.1, running 100% in Rust.",62,2023-08-16T06:59:56.426418Z,public,https://github.com/m1guelpf/cog-rust/tree/main/examples/stable-diffusion,,https://github.com/m1guelpf/cog-rust/blob/main/LICENSE
lucataco,realistic-vision-v5-inpainting,https://replicate.com/lucataco/realistic-vision-v5-inpainting,Realistic Vision v5.0 Inpainting,40654,2023-08-16T02:23:43.602179Z,public,https://github.com/lucataco/cog-realistic-vision-v5-inpainting,,
lucataco,realistic-vision-v5-img2img,https://replicate.com/lucataco/realistic-vision-v5-img2img,Realistic Vision v5.0 Image 2 Image,185336,2023-08-16T01:17:25.320331Z,public,https://github.com/lucataco/cog-realistic-vision-v5-img2img,,
pbarker,gfpgan-video,https://replicate.com/pbarker/gfpgan-video,GFPGAN for human face video upscaling,32491,2023-08-15T03:28:03.174711Z,public,https://github.com/pbarker/GFPGAN,https://arxiv.org/abs/2101.04061,https://github.com/pbarker/GFPGAN/blob/master/LICENSE
anotherjesse,real-esrgan-a40,https://replicate.com/anotherjesse/real-esrgan-a40,,217825,2023-08-15T16:41:15.409941Z,public,,,
fmosele,synthiola,https://replicate.com/fmosele/synthiola,Synthiola is a synthetic being living in SDXL latent space: https://www.fabianmosele.com/synthiola,246,2023-08-15T12:08:05.999657Z,public,,,
m1guelpf,hello-world-rust,https://replicate.com/m1guelpf/hello-world-rust,The first Rust-powered model on Replicate.,35,2023-06-10T20:49:00.563112Z,public,https://github.com/m1guelpf/cog-rust/tree/main/examples/hello-world,,https://github.com/m1guelpf/cog-rust/blob/main/LICENSE
charles-dyfis-net,llama-2-13b-hf--lmtp-8bit,https://replicate.com/charles-dyfis-net/llama-2-13b-hf--lmtp-8bit,,666,2023-08-15T01:59:53.166467Z,public,,,
charles-dyfis-net,llama-2-13b-hf--lmtp-4bit,https://replicate.com/charles-dyfis-net/llama-2-13b-hf--lmtp-4bit,,10,2023-08-15T01:59:46.145183Z,public,,,
charles-dyfis-net,llama-2-13b-hf--lmtp,https://replicate.com/charles-dyfis-net/llama-2-13b-hf--lmtp,,14,2023-08-15T01:59:40.931599Z,public,,,
lucataco,realistic-vision-v5.1,https://replicate.com/lucataco/realistic-vision-v5.1,Implementation of Realistic Vision v5.1 with VAE,4276949,2023-08-01T23:33:15.587789Z,public,https://github.com/lucataco/cog-realistic-vision-v5.1,https://huggingface.co/SG161222/Realistic_Vision_V5.1_noVAE,https://huggingface.co/models?license=license%3Acreativeml-openrail-m
anotherjesse,song-of-the-sea-sdxl,https://replicate.com/anotherjesse/song-of-the-sea-sdxl,,234,2023-08-15T02:13:33.547543Z,public,,,
charles-dyfis-net,llama-2-7b-hf--lmtp-4bit,https://replicate.com/charles-dyfis-net/llama-2-7b-hf--lmtp-4bit,,19,2023-08-15T01:42:00.257265Z,public,,,
alx-ai,sdxl-noggles-nowrong,https://replicate.com/alx-ai/sdxl-noggles-nowrong,,12490,2023-08-14T20:36:03.923611Z,public,,,
fofr,sdxl-jwst,https://replicate.com/fofr/sdxl-jwst,,420,2023-08-14T20:56:34.856426Z,public,,,
krthr,clip-embeddings,https://replicate.com/krthr/clip-embeddings,Generate CLIP (clip-vit-large-patch14) text & image embeddings,45463034,2023-08-14T11:26:07.094939Z,public,https://github.com/dommo-app/ai-model-clip,https://arxiv.org/abs/2103.00020,
nadaafarook,lora,https://replicate.com/nadaafarook/lora,,27,2023-08-14T10:59:01.996809Z,public,,,
fofr,sdxl-demo,https://replicate.com/fofr/sdxl-demo,,399,2023-08-14T10:13:16.723822Z,public,,,
412392713,animeganv3,https://replicate.com/412392713/animeganv3,AnimeGANv3: To produce your own animation.,3664,2023-08-14T08:55:41.009941Z,public,https://github.com/TachibanaYoshino/AnimeGANv3,,
412392713,vtoonify,https://replicate.com/412392713/vtoonify,Portrait Style Transfer with VToonify,113195,2023-07-31T01:33:47.108204Z,public,https://github.com/williamyang1991/VToonify,,https://github.com/williamyang1991/VToonify/blob/main/LICENSE.md
pphu,musicgen-small,https://replicate.com/pphu/musicgen-small,Generate music from a prompt or melody,163,2023-08-13T00:27:11.377080Z,public,https://github.com/pphu/cog-musicgen,https://arxiv.org/abs/2306.05284,https://github.com/facebookresearch/audiocraft/blob/main/LICENSE_weights
dsingal0,stablecode-completion-alpha-3b-4k,https://replicate.com/dsingal0/stablecode-completion-alpha-3b-4k,,54,2023-08-13T01:05:32.796887Z,public,,,
awerks,neon-tts,https://replicate.com/awerks/neon-tts,NeonAI Coqui AI TTS Plugin.,154533,2023-08-12T14:04:42.830969Z,public,https://github.com/NeonGeckoCom/neon-tts-plugin-coqui,,https://github.com/NeonGeckoCom/neon-tts-plugin-coqui/blob/dev/LICENSE.md
fofr,sdxl-simpsons,https://replicate.com/fofr/sdxl-simpsons,,803,2023-08-12T14:26:42.524380Z,public,,,
412392713,animeganv2,https://replicate.com/412392713/animeganv2,Demo for AnimeGanv2 Face Portrait,47590,2023-08-10T09:11:55.032591Z,public,https://github.com/bryandlee/animegan2-pytorch,,https://github.com/bryandlee/animegan2-pytorch/blob/main/LICENSE
alekseycalvin,neurealhistory,https://replicate.com/alekseycalvin/neurealhistory,SDXL fine-tuned on 100s of manually colorized historical photos,322,2023-08-12T04:44:45.092724Z,public,,,
alekseycalvin,neurealenin,https://replicate.com/alekseycalvin/neurealenin,"NeureaLenin by soon®: a V. I. Lenin SDXL fine-tuning; use ""LEN"" token in prompts!",80,2023-08-12T04:41:20.179445Z,public,,,
cjwbw,unival,https://replicate.com/cjwbw/unival,"Unified Model for Image, Video, Audio and Language Tasks",996,2023-08-06T21:33:44.464341Z,public,https://github.com/chenxwh/unival,https://arxiv.org/abs/2307.16184,https://github.com/mshukor/UnIVAL/blob/main/LICENSE
pranavred,interior-test,https://replicate.com/pranavred/interior-test,,409,2023-08-11T21:53:42.639065Z,public,,,
lucataco,upstage-llama-2-70b-instruct-v2,https://replicate.com/lucataco/upstage-llama-2-70b-instruct-v2,Upstage/Llama-2-70B-instruct-v2 - GPTQ,3339,2023-08-11T20:06:37.233343Z,public,https://github.com/lucataco/cog-upstage-Llama-2-70b-instruct-v2,,
fofr,sdxl-matrix-code,https://replicate.com/fofr/sdxl-matrix-code,An SDXL fine-tune based on Matrix Code art,286,2023-08-11T19:18:39.155464Z,public,,,
fofr,sdxl-cats-movie,https://replicate.com/fofr/sdxl-cats-movie,,566,2023-08-11T12:55:44.582698Z,public,,,
lucataco,glaive-function-calling-v1,https://replicate.com/lucataco/glaive-function-calling-v1,2.7B param open source chat model trained on Glaive’s synthetic data generation platform,249,2023-08-10T15:21:20.427709Z,public,https://github.com/lucataco/cog-glaive-function-calling-v1,,https://huggingface.co/models?license=license%3Acc-by-sa-4.0
lucabeetz,painttransformer,https://replicate.com/lucabeetz/painttransformer,Paint Transformer: Feed Forward Neural Painting with Stroke Prediction,409,2021-08-28T19:09:29.816727Z,public,https://github.com/lucabeetz/PaintTransformer,https://arxiv.org/abs/2108.03798,https://github.com/lucabeetz/PaintTransformer/blob/main/LICENSE
fofr,sdxl-vision-pro,https://replicate.com/fofr/sdxl-vision-pro,An SDXL fine-tune on Apple Vision Pro,5370,2023-08-10T15:09:34.728953Z,public,,,
cbh123,iwan-baan-sdxl,https://replicate.com/cbh123/iwan-baan-sdxl,"Fine-tuned SDXL on my favorite architectural photographer, Iwan Baan",579,2023-08-09T18:47:27.211402Z,public,,,
bennoo,test_bart,https://replicate.com/bennoo/test_bart,,62,2023-08-09T21:21:52.287712Z,public,,,
fofr,sdxl-barbietron,https://replicate.com/fofr/sdxl-barbietron,SDXL fine-tuned on both Barbie and Tron Legacy,2094,2023-08-10T07:59:49.706622Z,public,,,
zeke,loteria,https://replicate.com/zeke/loteria,A fine-tuned version SDXL for generating loteria cards,4149,2023-08-09T21:23:58.282100Z,public,,,
ritabratamaiti,instructmix-llama-3b,https://replicate.com/ritabratamaiti/instructmix-llama-3b,InstructMix Llama 3B is a language model fine-tuned on the InstructMix dataset.,172,2023-08-01T13:06:46.351150Z,public,,,
fofr,sdxl-text,https://replicate.com/fofr/sdxl-text,"Exploratory SDXL fine-tuning on text ""FOFR""",943,2023-08-09T09:26:15.385460Z,public,,,
jakedahn,sdxl-70s-scifi,https://replicate.com/jakedahn/sdxl-70s-scifi,,5951,2023-08-09T05:06:49.679484Z,public,,,
nateraw,stablecode-completion-alpha-3b-4k,https://replicate.com/nateraw/stablecode-completion-alpha-3b-4k,,165,2023-08-08T22:29:05.141896Z,public,,,
fofr,sdxl-sonic-2,https://replicate.com/fofr/sdxl-sonic-2,,2367,2023-08-08T18:13:58.995173Z,public,,,
fofr,sdxl-mario-kart,https://replicate.com/fofr/sdxl-mario-kart,,194,2023-08-08T17:57:40.358194Z,public,,,
okaris,roop,https://replicate.com/okaris/roop,chameleonn: one-click face swap (formerly roop),8955387,2023-05-30T10:45:16.612535Z,public,,,
fofr,sdxl-barbie,https://replicate.com/fofr/sdxl-barbie,A fine-tuned SDXL lora based on the Barbie movie,40831,2023-08-08T13:04:29.191416Z,public,,,
fofr,sdxl-tron,https://replicate.com/fofr/sdxl-tron,A fine-tuned SDXL lora based on Tron Legacy,13036,2023-08-08T09:31:19.881727Z,public,,,
pwntus,material-diffusion-sdxl,https://replicate.com/pwntus/material-diffusion-sdxl,Tileable Stable Diffusion XL,1353,2023-08-03T16:30:59.167358Z,public,https://github.com/Pwntus/material-diffusion-sdxl,,https://github.com/Pwntus/material-diffusion-sdxl/blob/main/LICENSE
awerks,ffmpeg,https://replicate.com/awerks/ffmpeg,,187,2023-08-03T14:15:06.571674Z,public,,,
cjwbw,lorahub,https://replicate.com/cjwbw/lorahub,Efficient Cross-Task Generalization via Dynamic LoRA Composition,86,2023-08-03T11:34:32.233783Z,public,https://github.com/chenxwh/lorahub,https://arxiv.org/abs/2307.13269,https://github.com/sail-sg/lorahub/blob/main/LICENSE
sabuhigr,sabuhi-model,https://replicate.com/sabuhigr/sabuhi-model,Whisper AI with channel separation and speaker diarization,25520,2023-06-20T09:27:57.313163Z,public,,,
pwntus,360-diffusion,https://replicate.com/pwntus/360-diffusion,Generate equirectangular images with Stable Diffusion.,994,2023-06-14T23:58:17.371617Z,public,https://github.com/Pwntus/360-diffusion,,
lucataco,gfpgan,https://replicate.com/lucataco/gfpgan,Practical face restoration algorithm for *old photos* or *AI-generated faces* (for larger images),353505,2023-08-02T21:15:22.179931Z,public,https://github.com/lucataco/cog-gfpgan,https://arxiv.org/abs/2101.04061,https://github.com/TencentARC/GFPGAN/blob/master/LICENSE
abdullahmakhdoom,diffusers-txtnimg2img,https://replicate.com/abdullahmakhdoom/diffusers-txtnimg2img,A diffusion model that changes an input image according to provided prompt,65,2023-07-29T12:11:28.464965Z,public,https://github.com/AbdullahMakhdoom/diffusion_img2img,,
cjwbw,resshift,https://replicate.com/cjwbw/resshift,Efficient Diffusion Model for Image Super-resolution by Residual Shifting,3345,2023-08-02T00:18:06.335833Z,public,,https://arxiv.org/abs/2307.12348,https://github.com/sczhou/CodeFormer/blob/master/LICENSE
pollinations,rife-video-interpolation,https://replicate.com/pollinations/rife-video-interpolation,,16461,2023-01-19T15:33:48.993416Z,public,https://github.com/pollinations/RIFE-interpolation,,https://github.com/pollinations/RIFE-interpolation/blob/main/LICENSE
abhishek7kalra,vangogh,https://replicate.com/abhishek7kalra/vangogh,Van Gogh-fy your image !! Or maybe not,377,2023-07-28T14:44:08.542828Z,public,https://github.com/abhishek7kalra/stablediffusion_img2img_cog,,
iceclear,stablesr,https://replicate.com/iceclear/stablesr,Exploiting Diffusion Prior for Real-World Image Super-Resolution,5208,2023-07-29T19:47:15.870196Z,public,https://github.com/IceClear/StableSR,https://arxiv.org/abs/2305.07015,https://github.com/IceClear/StableSR/blob/main/LICENSE.txt
ovshake,replicate-ghibli-vangogh,https://replicate.com/ovshake/replicate-ghibli-vangogh,"This is a tutorial example, where I take `nitrosocke/Ghibli-Diffusion` diffusion model and generate Van Gogh Paintings.",69,2023-07-30T11:19:31.522190Z,public,https://github.com/ovshake/replicate-img2img,,
daanelson,training-2,https://replicate.com/daanelson/training-2,,991,2023-07-27T04:38:34.085186Z,public,,,
aqasemi,whisper-jax,https://replicate.com/aqasemi/whisper-jax,Faster and cheaper Whisper-AI Large-v2 responses. JAX implementation of OpenAI's Whisper model for up to 15x speed-up (doesn't support TPU).,122451,2023-07-28T04:29:01.450516Z,public,,,
hazxone,img2img-vg,https://replicate.com/hazxone/img2img-vg,Img2Img diffusion in the style of Van Gogh,345,2023-07-23T02:06:41.654498Z,public,,https://arxiv.org/abs/2111.05826,
heedster,realistic-vision-v5,https://replicate.com/heedster/realistic-vision-v5,Deployment of Realistic vision v5.0 with xformers for fast inference,1222067,2023-07-25T16:05:07.904096Z,public,,,
phucctd0111,capu-vietnamese,https://replicate.com/phucctd0111/capu-vietnamese,Adding Vietnamese punctuation and capitalization raw text from ASR system.,702,2023-07-22T01:04:02.586845Z,public,,,
logerzhu,ad-inpaint,https://replicate.com/logerzhu/ad-inpaint,Product advertising image generator,621078,2023-04-03T11:25:28.290524Z,public,,,
kshitijagrwl,pii-extractor-llm,https://replicate.com/kshitijagrwl/pii-extractor-llm,PII Data Extraction from Text,167,2023-07-25T07:07:24.166807Z,public,,,
lucataco,freewilly2,https://replicate.com/lucataco/freewilly2,Stability AI's FreeWilly2,314,2023-07-24T17:47:59.047533Z,public,https://github.com/lucataco/cog-freewilly2,https://stability.ai/blog/freewilly-large-instruction-fine-tuned-models,https://ai.meta.com/resources/models-and-libraries/llama-downloads/
